A1,B8196,C3566
A4335,B750,C3648
A4336,B1858,C5035
A4336,B5237,C6820
A4336,B6550,C5940
A4336,B8682,C9896
A4336,B8985,C9881
A4336,B9952,C4101
A4337,B551,C5201
A4339,B5212,C2973
A4339,B5311,C4274
A434,B3929,C8426
A4341,B2515,C2029
A4341,B5030,C3315
A4342,B2416,C4091
A4343,B6958,C3254
A4345,B8012,C2532
A4346,B2603,C7213
A4346,B4658,C9136
A4347,B7071,C9208
A4347,B8947,C2636
A4348,B3277,C4912
A4349,B8784,C8197
A435,B1194,C6522
A435,B6105,C5525
A4350,B4741,C680
A4352,B8896,C9298
A4352,B9266,C4834
A4353,B2464,C677
A4353,B3237,C6116
A4353,B4136,C6516
A4354,B845,C397
A4355,B6629,C1821
A4356,B3437,C5751
A4358,B1381,C5851
A4358,B7597,C5839
A436,B2365,C3803
A4360,B364,C297
A4362,B2998,C7600
A4365,B9518,C2117
A4367,B4971,C9512
A4367,B6913,C2958
A437,B6847,C8637
A4370,B276,C1208
A4371,B5552,C3254
A4371,B6685,C1903
A4371,B8880,C8664
A4372,B3679,C2433
A4374,B8941,C7088
A4375,B6781,C9620
A4376,B1432,C3359
A4380,B5496,C2019
A4380,B6134,C1325
A4383,B1305,C9898
A4383,B9124,C6534
A4384,B5930,C878
A4384,B7561,C4558
A4384,B7896,C7217
A4387,B5704,C5231
A4388,B1445,C1644
A4389,B1427,C771
A4389,B2263,C4752
A439,B157,C2667
A439,B5244,C5806
A439,B7767,C4685
A439,B8331,C1026
A4391,B1049,C2390
A4392,B3370,C3678
A4393,B631,C5476
A4393,B7801,C8196
A4394,B9476,C3
A4396,B7115,C1546
A4396,B7482,C9148
A4397,B3674,C3131
A4398,B4710,C9442
A4399,B2719,C2432
A4399,B4913,C9850
A4399,B5363,C9390
A44,B247,C5079
A44,B8619,C9750
A440,B9522,C2397
A4401,B2192,C9974
A4402,B64,C2892
A4402,B6597,C5067
A4408,B4470,C1018
A4409,B266,C7240
A4409,B5,C5634
A4409,B8577,C563
A441,B6721,C4797
A4410,B694,C3851
A4411,B6730,C1203
A4412,B2444,C782
A4413,B2131,C1243
A4413,B3082,C2003
A4413,B5241,C6881
A4413,B7505,C9000
A4413,B8260,C3426
A4414,B3195,C5866
A4414,B6302,C7415
A4414,B7059,C5305
A4417,B7102,C1919
A4418,B1124,C8923
A4418,B2731,C7313
A4419,B7254,C6746
A4420,B8653,C9742
A4422,B6320,C3098
A4422,B9579,C2149
A4423,B8253,C3800
A4423,B850,C7371
A4423,B9024,C3175
A4424,B9294,C8015
A4425,B4189,C482
A4425,B6588,C34
A4425,B6794,C6391
A4427,B8875,C3473
A4429,B6442,C6241
A4430,B4168,C1841
A4432,B3820,C462
A4433,B2153,C8320
A4433,B3145,C289
A4433,B8312,C9822
A4433,B9750,C166
A4434,B6568,C1859
A4434,B9812,C4377
A4435,B4471,C6812
A4435,B5547,C4347
A4435,B8468,C6036
A4436,B1801,C902
A4436,B5029,C2779
A4437,B403,C849
A4437,B9884,C5702
A4438,B1004,C6620
A4438,B3251,C5131
A4438,B5982,C6580
A4439,B9593,C4727
A444,B2849,C4207
A444,B6091,C8067
A4440,B9723,C2451
A4440,B9806,C15
A4442,B3035,C230
A4446,B2583,C5100
A4446,B922,C9404
A4447,B3345,C5943
A4450,B602,C5536
A4450,B670,C1048
A4450,B81,C2998
A4450,B8207,C7630
A4454,B3483,C3503
A4455,B5110,C8156
A4455,B712,C3665
A4456,B9752,C3326
A4458,B7686,C987
A4459,B1010,C2427
A446,B3678,C8930
A4460,B2066,C5517
A4460,B4206,C9900
A4462,B4613,C456
A4464,B6943,C3595
A4465,B5227,C8698
A4466,B159,C3692
A4468,B5275,C7757
A4468,B8551,C6737
A4469,B2656,C9819
A447,B4902,C3643
A447,B9855,C3433
A4472,B1781,C6008
A4472,B2041,C1448
A4472,B2475,C8940
A4472,B514,C6159
A4473,B3649,C9767
A4473,B8738,C1500
A4475,B912,C7861
A4476,B2814,C6881
A4476,B2880,C9205
A4478,B8145,C7165
A448,B4226,C4142
A4481,B4531,C2053
A4481,B9904,C5460
A4484,B2559,C7970
A4487,B3550,C3913
A4489,B1201,C9866
A4489,B2,C7146
A4490,B5771,C4163
A4491,B2951,C9348
A4491,B7139,C1129
A4493,B2223,C7035
A4493,B3419,C8405
A4498,B2839,C3197
A4498,B9748,C2394
A4499,B4981,C5329
A4500,B6501,C5697
A4501,B9919,C2014
A4503,B3724,C1285
A4503,B7510,C9438
A4505,B7420,C6518
A4509,B8216,C3761
A451,B6366,C2578
A451,B9480,C2222
A4512,B1255,C5468
A4512,B497,C7836
A4512,B7697,C3317
A4514,B1095,C5769
A4514,B7959,C3735
A4516,B1925,C6355
A4516,B6590,C3999
A4517,B1584,C5055
A4517,B4714,C1109
A4517,B6124,C2315
A4517,B9425,C7764
A4518,B1763,C3735
A4519,B9791,C6956
A4520,B2280,C8515
A4521,B7824,C376
A4521,B9896,C9762
A4527,B502,C7993
A4527,B5026,C1255
A4527,B7600,C5
A453,B2989,C9686
A4530,B5551,C7438
A4531,B23,C4229
A4532,B1707,C1473
A4532,B7348,C3232
A4532,B7869,C7461
A4533,B3825,C70
A4533,B4669,C5894
A4533,B4778,C4345
A4533,B6310,C6092
A4533,B8030,C9112
A4534,B3398,C5177
A4534,B7870,C1238
A4536,B893,C829
A4538,B7018,C881
A4541,B5499,C3400
A4541,B9999,C9774
A4542,B5857,C7777
A4542,B9148,C3808
A4544,B7693,C1464
A4545,B7474,C9362
A4545,B8749,C2190
A4547,B5712,C1489
A4547,B710,C7822
A4547,B9507,C2190
A4548,B2117,C4725
A4549,B4588,C6955
A4553,B1208,C9807
A4553,B9252,C1032
A4555,B1438,C5585
A4555,B7190,C3808
A4555,B7478,C7031
A4556,B7874,C7136
A4557,B3001,C4157
A4557,B5383,C4507
A4557,B6384,C6564
A4557,B9739,C7413
A4558,B8722,C367
A4559,B8938,C7071
A4559,B9685,C229
A456,B1278,C909
A456,B5156,C1410
A456,B6945,C7963
A456,B9491,C4704
A4564,B1707,C8265
A4564,B2616,C9071
A4564,B5728,C2132
A4567,B4756,C8607
A4568,B6937,C3705
A457,B3446,C1665
A4570,B3627,C6084
A4572,B3739,C4755
A4572,B7627,C6516
A4574,B6314,C5105
A4575,B8032,C1290
A4576,B1517,C1429
A4577,B7112,C1326
A4578,B4937,C6913
A4578,B5914,C3588
A458,B8070,C8923
A4581,B3106,C9933
A4582,B2774,C9983
A4583,B857,C5286
A4584,B1508,C4151
A4585,B5831,C9849
A4588,B1313,C1806
A459,B3952,C933
A4591,B5954,C8174
A4594,B5346,C1228
A4594,B6288,C3508
A4595,B9423,C6763
A4596,B972,C875
A4599,B2031,C8138
A46,B5061,C1236
A460,B2302,C7182
A4600,B3116,C3824
A4600,B4601,C9080
A4601,B1638,C4171
A4601,B3157,C4728
A4604,B5391,C4950
A4605,B2578,C8329
A4605,B680,C1910
A4606,B3667,C114
A4606,B5613,C1524
A4607,B6688,C8520
A4609,B8150,C7768
A461,B3060,C4408
A4610,B9199,C568
A4611,B6634,C4976
A4614,B7064,C6075
A4616,B2149,C16
A4616,B9513,C7159
A4618,B74,C7700
A4619,B585,C209
A4621,B7762,C6942
A4621,B8241,C8910
A4622,B1408,C1514
A4623,B8590,C3332
A4624,B8633,C3055
A4626,B5798,C5720
A4626,B7590,C693
A4627,B4428,C6036
A4628,B3920,C4396
A463,B2346,C6747
A4630,B5213,C7043
A4631,B4694,C7543
A4633,B1825,C5256
A4633,B3123,C9747
A4635,B8645,C4925
A4636,B6301,C3670
A4636,B9288,C8322
A4636,B9354,C5399
A4637,B8767,C9284
A4638,B752,C5666
A4639,B2738,C9474
A464,B5399,C1695
A4640,B4395,C9445
A4642,B1440,C80
A4645,B3929,C3202
A4646,B4234,C2986
A4646,B976,C9957
A4648,B7303,C6882
A4648,B8675,C5132
A4649,B3173,C8616
A4649,B3285,C9342
A4649,B3791,C7307
A4649,B9634,C1109
A4650,B3257,C7749
A4650,B5049,C7648
A4651,B1802,C5340
A4651,B3008,C8429
A4652,B1069,C9248
A4654,B575,C9394
A4655,B9342,C4170
A4656,B6172,C6681
A4656,B9417,C1652
A4657,B9337,C5113
A466,B1589,C3017
A466,B6984,C1365
A4660,B8853,C3548
A4661,B4079,C5944
A4661,B5371,C3719
A4661,B635,C5601
A4661,B7001,C7408
A4662,B9749,C1804
A4664,B217,C3948
A4665,B9719,C215
A4666,B4327,C8156
A4667,B5835,C1027
A467,B7935,C418
A4672,B59,C2614
A4673,B6523,C6360
A4673,B9281,C8655
A4674,B1164,C249
A4674,B1555,C559
A4674,B2367,C525
A4676,B4879,C2594
A468,B1936,C2207
A4681,B3194,C2033
A4681,B8037,C8558
A4682,B950,C8915
A4684,B9283,C847
A4685,B8388,C7640
A4686,B2132,C4819
A4686,B4596,C3687
A4690,B6702,C7376
A4692,B3581,C9675
A4692,B3707,C5312
A4693,B4602,C9270
A4694,B3087,C1948
A4695,B3009,C4051
A4696,B6888,C4927
A4697,B3996,C2577
A4697,B6588,C222
A47,B4849,C8139
A47,B6777,C7986
A47,B9132,C8392
A4701,B1156,C5559
A4701,B2423,C5031
A4701,B6899,C6253
A4702,B1955,C8344
A4702,B3295,C505
A4702,B9504,C6898
A4708,B7001,C3554
A4709,B7230,C1213
A471,B3264,C3040
A4711,B2746,C6961
A4711,B4339,C4782
A4713,B3372,C2864
A4714,B1348,C1402
A4715,B3540,C5935
A4716,B6758,C1428
A4716,B8403,C8257
A4716,B9817,C1249
A4717,B7276,C6479
A4717,B9433,C9332
A4718,B7883,C1392
A4718,B8879,C4724
A4719,B4929,C9697
A4719,B7418,C1569
A4719,B920,C9048
A472,B1307,C1498
A4720,B3243,C9650
A4721,B2194,C9873
A4721,B3227,C6286
A4721,B7968,C8348
A4723,B1180,C7090
A4723,B5666,C1427
A4723,B6939,C3377
A4723,B9638,C5686
A4725,B9878,C5376
A4726,B2052,C6544
A4726,B2890,C8324
A4726,B822,C5640
A4727,B4589,C4192
A4727,B5305,C2860
A4729,B2394,C1940
A4729,B4375,C8659
A4730,B2624,C2040
A4730,B3240,C3074
A4731,B6775,C8763
A4731,B6970,C1790
A4731,B8229,C7097
A4732,B9225,C4849
A4733,B6592,C151
A4734,B1738,C7684
A474,B8631,C183
A474,B9015,C2381
A474,B9051,C1131
A4741,B9348,C8648
A4743,B6323,C1645
A4744,B848,C7899
A4744,B9942,C2440
A4746,B7020,C8830
A4747,B5825,C4550
A4748,B2373,C7361
A4749,B9791,C5503
A475,B1641,C8885
A4750,B3253,C2684
A4751,B6029,C8344
A4751,B6795,C6636
A4752,B7158,C2636
A4753,B5169,C7763
A4753,B9472,C6706
A4754,B2469,C5867
A4754,B3424,C8802
A4754,B4100,C5204
A4756,B9079,C8771
A4757,B5709,C7477
A4758,B444,C4560
A4758,B4496,C1828
A4758,B7298,C7507
A4759,B6180,C2309
A476,B2500,C9504
A4760,B9278,C5650
A4761,B4639,C3028
A4762,B315,C1525
A4762,B6539,C5520
A4763,B3343,C1928
A4763,B3684,C3577
A4763,B5972,C7606
A4764,B741,C6886
A4765,B5804,C1489
A4765,B7803,C8336
A4766,B9516,C9868
A4767,B2664,C4816
A4768,B4478,C1452
A4768,B7445,C2129
A4769,B6846,C9498
A4769,B7262,C2827
A477,B1327,C4497
A4770,B107,C3033
A4770,B7394,C92
A4771,B2393,C1981
A4773,B4514,C8957
A4774,B4726,C180
A4775,B4727,C9464
A4775,B7919,C7391
A4775,B8748,C397
A4776,B1574,C281
A4777,B1901,C6763
A4777,B5596,C6402
A4777,B7688,C7436
A4777,B8326,C7721
A4778,B1130,C1252
A4779,B772,C5890
A4779,B8582,C6304
A478,B2130,C7208
A478,B445,C6066
A4781,B2984,C6181
A4781,B8098,C307
A4781,B935,C4198
A4782,B3121,C4254
A4783,B8241,C5140
A4783,B8719,C8994
A4784,B1074,C7410
A4784,B1680,C3207
A4784,B3381,C4768
A4784,B6764,C1080
A4784,B9774,C1410
A4785,B2375,C903
A4785,B4805,C2690
A4785,B5725,C8662
A4785,B6953,C2759
A4786,B1547,C7693
A4786,B601,C7731
A4789,B1590,C3351
A4790,B3784,C3092
A4791,B5773,C6787
A4791,B8195,C3882
A4791,B9115,C9737
A4792,B8548,C2351
A4793,B2428,C408
A4793,B5658,C6499
A4794,B1238,C4534
A4794,B5258,C2588
A4795,B2680,C9413
A4796,B7387,C5918
A4797,B5133,C3133
A4798,B5910,C6070
A4798,B6149,C729
A4799,B3875,C1980
A4799,B8946,C2256
A480,B2555,C1503
A4801,B4755,C1546
A4804,B3570,C1857
A4805,B2471,C7008
A4805,B3595,C9021
A4809,B9014,C6718
A481,B3441,C7951
A4813,B2306,C6592
A4813,B7893,C9664
A4814,B4146,C6737
A4815,B9121,C1054
A4816,B6899,C1995
A4817,B2052,C1416
A4821,B459,C99
A4821,B6709,C3633
A4822,B5654,C7101
A4823,B2177,C309
A4825,B7329,C6564
A4826,B739,C7047
A4828,B319,C4124
A4828,B6944,C8285
A483,B6206,C1112
A483,B7922,C9168
A4830,B1160,C2227
A4830,B5489,C3954
A4831,B4438,C2783
A4831,B6158,C7659
A4834,B5468,C8306
A4837,B2722,C5496
A4837,B3802,C5258
A4837,B4898,C2950
A4837,B7036,C8966
A4838,B7242,C2416
A484,B6166,C1893
A4841,B4092,C1130
A4842,B3792,C7990
A4843,B8741,C6423
A4844,B3143,C9242
A4844,B6861,C1943
A4846,B4121,C8850
A4846,B719,C8085
A4848,B1669,C4721
A485,B7934,C2817
A4850,B2827,C7793
A4852,B4701,C2593
A4854,B6062,C3858
A4855,B7517,C5872
A4855,B9818,C8943
A4858,B2777,C739
A4859,B6455,C8200
A486,B1738,C4241
A486,B6373,C4779
A4864,B5816,C1220
A4865,B1558,C1722
A4865,B2886,C8293
A4865,B4472,C1703
A4865,B8864,C5823
A4865,B9451,C278
A4866,B6101,C9435
A4868,B6902,C2789
A4869,B7893,C9284
A4870,B1220,C8722
A4870,B1481,C6840
A4870,B7243,C6606
A4872,B5515,C9393
A4873,B4734,C4312
A4874,B3947,C2605
A4874,B4056,C3444
A4876,B8244,C6471
A4876,B9324,C7043
A4877,B4149,C5517
A4877,B8835,C6991
A4879,B100,C5466
A4880,B5385,C6062
A4881,B7204,C9070
A4882,B7640,C9115
A4884,B3472,C4648
A4884,B8713,C5622
A4885,B1195,C9263
A4885,B2039,C8816
A4885,B3993,C1984
A4885,B5187,C1862
A4885,B5475,C633
A4888,B1348,C6924
A489,B5986,C2414
A4890,B8317,C8581
A4891,B7899,C4836
A4893,B264,C6323
A4894,B6670,C3566
A4895,B8707,C6216
A4897,B8008,C6804
A4898,B2209,C6192
A49,B7685,C8586
A4900,B5046,C4039
A4901,B1232,C1791
A4901,B3084,C5483
A4902,B3385,C7216
A4902,B6858,C7010
A4904,B6612,C6962
A4904,B944,C6964
A4905,B4389,C1432
A4905,B4529,C4761
A4905,B6220,C1208
A4908,B335,C3876
A4909,B4581,C5944
A4911,B3456,C334
A4911,B6817,C2713
A4911,B8139,C6243
A4912,B4190,C7636
A4912,B7588,C4378
A4913,B2152,C8586
A4915,B3136,C2253
A4918,B1790,C1535
A4921,B3434,C6572
A4921,B4347,C1307
A4921,B7412,C300
A4922,B7968,C4801
A4923,B3443,C3766
A4923,B6990,C9096
A4924,B114,C3901
A4924,B7758,C5863
A4924,B9452,C8283
A4925,B77,C7703
A4926,B357,C716
A4926,B6390,C1649
A4926,B8248,C3338
A4927,B2786,C9290
A4927,B31,C5591
A4927,B6184,C4333
A4928,B9147,C6775
A4929,B4921,C2018
A493,B8670,C3039
A493,B8944,C532
A4932,B8059,C5381
A4932,B8079,C901
A4932,B8302,C7886
A4932,B8750,C1690
A4933,B4231,C9039
A4933,B4948,C9002
A4934,B4871,C8269
A4936,B3972,C7818
A4936,B4002,C9609
A4936,B7914,C67
A4937,B7665,C6767
A494,B3765,C1496
A4940,B1087,C9660
A4940,B3042,C3805
A4941,B3593,C9951
A4941,B6968,C1093
A4942,B2947,C4676
A4943,B3266,C7833
A4943,B8826,C8049
A4945,B1436,C6077
A4948,B3119,C8645
A4948,B5352,C3379
A4948,B7066,C7499
A4949,B8825,C2356
A495,B9408,C8790
A4951,B3463,C7987
A4952,B8137,C3584
A4953,B7793,C8088
A4956,B4467,C2455
A4957,B1071,C5385
A4957,B4560,C47
A4959,B4212,C6105
A4959,B7820,C5267
A4959,B955,C8868
A4961,B9832,C3190
A4963,B1916,C1165
A4963,B7392,C1384
A4963,B9251,C69
A4964,B5456,C955
A4965,B8473,C1883
A4965,B8687,C2655
A4966,B6212,C5902
A4966,B6633,C243
A4966,B8973,C9910
A4968,B881,C2072
A4969,B7662,C9006
A497,B1651,C6152
A497,B7750,C2464
A4970,B7978,C9640
A4973,B3329,C3979
A4973,B8410,C5105
A4974,B3780,C5984
A4974,B7136,C9108
A4975,B1905,C8893
A4975,B5727,C3977
A4976,B3457,C3244
A4976,B6191,C1880
A4977,B5077,C3941
A4978,B1097,C6342
A4978,B284,C5738
A4980,B1221,C4672
A4981,B7782,C7104
A4982,B1305,C9652
A4982,B4122,C4728
A4982,B6127,C3122
A4985,B1163,C2207
A4986,B2261,C7022
A4986,B2818,C4429
A4987,B3935,C887
A4988,B5687,C9556
A499,B5124,C5943
A4990,B8284,C4416
A4991,B5311,C342
A4991,B6255,C2161
A4992,B642,C2649
A4992,B9231,C2799
A4995,B289,C8000
A4995,B7770,C9512
A4995,B8505,C2073
A4996,B2736,C4445
A4996,B5644,C3652
A4996,B585,C6522
A4996,B6784,C6601
A4996,B9604,C1055
A5,B5112,C3706
A5,B8812,C9701
A500,B880,C5894
A5001,B2361,C8621
A5002,B3485,C3263
A5003,B1442,C5258
A5003,B3917,C533
A5004,B6013,C5216
A5004,B6947,C8955
A5004,B8807,C4666
A5004,B9191,C1166
A5004,B982,C7340
A5005,B4080,C9902
A5006,B6397,C7025
A5007,B3683,C729
A5007,B9032,C8926
A5008,B1384,C2636
A5008,B2809,C7044
A5008,B3003,C7630
A501,B4884,C6078
A501,B5179,C6088
A5010,B8762,C9290
A5012,B2138,C3427
A5014,B315,C3095
A5016,B1634,C8008
A5016,B7007,C3312
A5017,B8108,C4199
A5018,B3339,C6644
A5018,B7405,C1914
A5018,B7627,C1308
A502,B7310,C5585
A502,B764,C1923
A5021,B1789,C3404
A5021,B3733,C8611
A5022,B4771,C1401
A5023,B544,C5551
A5023,B6242,C6345
A5023,B6305,C6873
A5024,B5820,C3696
A5024,B6213,C7238
A5025,B341,C5438
A5027,B3175,C4767
A5027,B7689,C5213
A5028,B1067,C8822
A5028,B565,C812
A5029,B7232,C8761
A503,B2242,C2881
A503,B5802,C121
A5030,B3552,C7964
A5030,B6793,C7347
A5031,B4263,C1870
A5031,B8124,C5119
A5032,B4173,C9944
A5033,B9283,C2875
A5034,B4096,C2191
A5034,B9669,C1161
A5035,B3868,C1749
A5036,B3668,C4972
A5038,B2288,C7887
A5038,B7252,C7924
A5038,B9257,C4989
A5039,B8631,C3727
A5040,B4407,C9740
A5040,B8402,C3760
A5043,B8201,C3202
A5044,B5298,C9678
A5044,B5992,C1206
A5046,B2367,C7294
A5047,B4156,C2850
A5047,B5965,C1154
A5047,B6339,C4446
A5049,B2018,C7363
A505,B4224,C4109
A505,B5652,C4002
A505,B6220,C4694
A5050,B4931,C4826
A5052,B8347,C2206
A5055,B5482,C5395
A5055,B7637,C9884
A5056,B1402,C6231
A5056,B4023,C9332
A5056,B5248,C8641
A5057,B3519,C3246
A5057,B4933,C8277
A5057,B8486,C194
A5057,B8525,C4177
A5057,B8884,C5012
A5057,B9708,C205
A5059,B1833,C7370
A5059,B6973,C7320
A5059,B9918,C8629
A506,B5306,C9616
A5061,B9138,C4802
A5062,B4569,C6724
A5063,B8859,C2907
A5064,B8623,C9377
A5065,B2971,C5317
A5066,B5555,C3842
A5067,B9218,C7779
A5069,B20,C265
A5069,B514,C902
A5069,B6079,C4678
A5069,B7522,C2520
A5069,B8013,C9906
A507,B1629,C5905
A5070,B8401,C4579
A5071,B5208,C2267
A5072,B7455,C4705
A5072,B9753,C1042
A5074,B5087,C1983
A5075,B3153,C819
A5075,B3969,C9776
A5077,B9446,C5870
A5078,B114,C2409
A5078,B1506,C3230
A5078,B2098,C2294
A5078,B2522,C2116
A5078,B8132,C5982
A5078,B8957,C5434
A5079,B5723,C1970
A5080,B2310,C5580
A5081,B7394,C4794
A5081,B9398,C9121
A5086,B9439,C4128
A5087,B314,C9560
A5088,B1468,C1111
A5090,B7605,C8727
A5093,B3683,C2429
A5093,B4891,C7226
A5094,B6158,C9360
A5094,B7601,C7825
A5095,B459,C9808
A5095,B7718,C7229
A5096,B2790,C1413
A5098,B3587,C6421
A5098,B9662,C4231
A510,B5585,C3774
A5100,B8846,C3895
A5105,B1106,C7337
A5106,B7685,C9868
A5108,B228,C5065
A5108,B4989,C1810
A511,B2492,C8520
A511,B9616,C7973
A5110,B4488,C1273
A5110,B6829,C1204
A5111,B2358,C3162
A5111,B3742,C6737
A5113,B3510,C4845
A5113,B7197,C3689
A5115,B3435,C8144
A5115,B9417,C4629
A5116,B4671,C8513
A5116,B844,C9191
A5117,B8920,C6433
A5119,B8655,C2977
A512,B8312,C6167
A5121,B5815,C2041
A5121,B6450,C9019
A5122,B1237,C7917
A5122,B509,C3693
A5122,B5421,C7973
A5123,B4364,C9289
A5124,B1178,C1899
A5125,B5001,C7676
A5127,B4755,C9960
A5127,B78,C4630
A5128,B1700,C367
A5131,B9652,C6291
A5133,B9120,C7935
A5135,B4713,C365
A5135,B6537,C1775
A5136,B4624,C6357
A5137,B4434,C5220
A5137,B7324,C8780
A5138,B2009,C5976
A5138,B3850,C1331
A5139,B5082,C360
A5139,B9949,C3957
A514,B4218,C2733
A5140,B9792,C7593
A5143,B1292,C1114
A5143,B9037,C9704
A5143,B9591,C3082
A5146,B2980,C2438
A5146,B9198,C8395
A5147,B2656,C3308
A5147,B4054,C6850
A515,B3172,C7460
A515,B7356,C3035
A5152,B4894,C9254
A5152,B7534,C2001
A5153,B3728,C6240
A5153,B9555,C9304
A5155,B9627,C189
A5160,B5831,C2935
A5160,B6337,C252
A5160,B7357,C6787
A5161,B7512,C8251
A5162,B1711,C2468
A5162,B75,C2137
A5162,B8380,C8924
A5163,B3036,C1748
A5164,B2243,C8552
A5165,B128,C1741
A5165,B8129,C5313
A5165,B8159,C5048
A5166,B1085,C7286
A5166,B3248,C2759
A5167,B4418,C4383
A5168,B3737,C1896
A5169,B2528,C789
A5169,B9391,C7129
A517,B1928,C8742
A5171,B9820,C5793
A5172,B413,C8995
A5173,B1833,C2515
A5174,B2709,C15
A5174,B537,C4433
A5174,B8827,C1230
A5180,B7777,C9656
A5182,B1320,C7360
A5184,B2254,C9915
A5185,B1301,C9062
A5185,B6802,C853
A5188,B7167,C3310
A5189,B3405,C6570
A519,B8422,C2999
A5191,B24,C1852
A5193,B4503,C1946
A5194,B2026,C8500
A5195,B3112,C7091
A5196,B6265,C5490
A5198,B7955,C6236
A5198,B9963,C1825
A5199,B7186,C4839
A5199,B7786,C8092
A520,B1822,C8481
A520,B2155,C5302
A520,B3485,C9740
A520,B3588,C2634
A520,B5236,C427
A520,B5750,C7849
A5200,B1195,C4397
A5200,B5413,C3685
A5201,B8550,C7230
A5203,B6179,C4282
A5203,B9160,C2974
A5205,B7703,C6254
A5205,B9370,C2111
A5210,B4711,C4593
A5212,B3440,C2398
A5213,B7537,C8576
A5214,B1760,C935
A5214,B7442,C5637
A5218,B7964,C5104
A5218,B9943,C5823
A5219,B423,C9633
A5220,B6532,C2694
A5222,B4969,C2144
A5222,B7132,C9381
A5223,B5356,C2684
A5224,B2836,C3675
A5225,B4473,C6869
A5226,B5803,C9168
A5227,B8584,C6473
A5228,B9497,C8658
A5229,B5451,C9333
A5229,B5683,C4524
A523,B1129,C2098
A5230,B4572,C7989
A5230,B5512,C4899
A5231,B2621,C1152
A5234,B6593,C1922
A5234,B8635,C8592
A5235,B389,C9450
A5235,B9169,C3522
A5238,B5095,C2784
A5238,B7434,C4301
A5239,B5049,C6651
A5241,B1395,C1948
A5241,B8271,C8165
A5245,B9670,C171
A5246,B7008,C5475
A5247,B3167,C3007
A5248,B6298,C8628
A5249,B258,C6598
A5249,B4697,C1475
A5249,B7331,C6595
A5249,B7883,C6704
A5249,B9718,C118
A5250,B5897,C9261
A5250,B6043,C6070
A5250,B83,C5941
A5251,B1303,C1354
A5251,B3840,C3199
A5251,B7858,C8018
A5252,B3135,C8468
A5252,B6892,C1265
A5252,B8551,C3313
A5254,B5389,C7984
A5254,B8614,C6834
A5255,B4064,C1857
A5255,B6281,C4432
A5257,B4410,C2480
A5258,B8589,C6759
A5258,B9425,C2749
A5259,B5453,C6292
A5259,B9795,C87
A526,B3657,C8161
A5260,B3142,C7872
A5261,B387,C4910
A5262,B8269,C8402
A5264,B4458,C2911
A5266,B716,C6810
A5268,B9715,C4517
A5269,B3155,C1241
A527,B8450,C5197
A5270,B3341,C171
A5272,B1084,C8329
A5273,B4814,C9515
A5273,B7606,C514
A5275,B485,C606
A5278,B80,C4950
A5279,B5388,C345
A5279,B7127,C2483
A5279,B9448,C5259
A5280,B5403,C7695
A5281,B5083,C2408
A5282,B3631,C4630
A5283,B2311,C7102
A5283,B2506,C9425
A5285,B2341,C8350
A5285,B2438,C5680
A5286,B1129,C6490
A5286,B8160,C4597
A5287,B5621,C7851
A5288,B9459,C9112
A529,B7413,C4712
A5290,B3439,C2526
A5290,B6227,C5247
A5291,B190,C2428
A5293,B4507,C4595
A5293,B5710,C7677
A5295,B5169,C884
A5295,B5676,C1907
A5296,B3850,C5291
A5296,B6081,C1968
A5297,B4557,C1022
A5298,B1332,C5034
A530,B9581,C6895
A5302,B1373,C8722
A5302,B5382,C1751
A5303,B5661,C8442
A5306,B7913,C2437
A5307,B2976,C8648
A5307,B3351,C3790
A5307,B7215,C3645
A5309,B2601,C7827
A531,B2260,C2297
A531,B2873,C692
A5310,B9086,C5082
A5312,B9758,C4980
A5313,B4370,C9719
A5314,B2978,C3808
A5316,B2180,C5767
A5316,B3798,C306
A5319,B3157,C4017
A5319,B4761,C6779
A5320,B7644,C6304
A5321,B3475,C5832
A5323,B8424,C6043
A5328,B7953,C4576
A5329,B5772,C7133
A533,B7645,C8123
A5331,B3571,C9877
A5335,B5943,C9789
A5335,B9944,C2054
A5336,B3520,C1898
A5336,B7195,C8423
A5338,B2071,C9851
A5338,B3668,C8891
A5338,B5938,C7268
A5339,B1372,C3646
A534,B4977,C8938
A5340,B3297,C2715
A5341,B5799,C9446
A5342,B7154,C4100
A5342,B7964,C6533
A5344,B5985,C9563
A5345,B8443,C6586
A5347,B6038,C3571
A5348,B7110,C9654
A5349,B316,C7354
A5349,B3270,C2077
A535,B2383,C1094
A535,B5706,C4142
A5350,B3096,C9403
A5350,B5130,C7613
A5351,B5348,C7605
A5352,B4644,C8197
A5354,B321,C4120
A5354,B5843,C9416
A5354,B7507,C9223
A5357,B877,C8842
A5360,B1250,C9014
A5361,B4256,C9408
A5361,B9580,C2977
A5362,B5227,C9649
A5363,B1320,C6622
A5365,B7866,C8223
A5365,B9183,C52
A5365,B9969,C2105
A5367,B5547,C933
A5368,B1759,C2026
A5368,B4985,C6519
A5369,B7691,C9200
A537,B5364,C5823
A5370,B4019,C7614
A5370,B7118,C5315
A5370,B8779,C1060
A5372,B4722,C8948
A5372,B9296,C7496
A5373,B8700,C6349
A5373,B9923,C2238
A5373,B9950,C293
A5374,B8026,C2247
A5374,B8315,C8163
A5378,B223,C5361
A5378,B6486,C2599
A5378,B6656,C738
A5379,B4275,C4070
A5382,B3329,C8303
A5383,B6781,C7988
A5384,B2036,C5154
A5384,B5669,C2853
